territorio_mivau,territorio_key,anio,trimestre,precio_vivienda_libre_eur_m2,hoja
Guadalajara,guadalajara,2022,1,1176.2,"2019, 2020, 2021, 2022"
Guadalajara,guadalajara,2022,2,1191.8,"2019, 2020, 2021, 2022"
Guadalajara,guadalajara,2022,3,1230.3999999999999,"2019, 2020, 2021, 2022"
Guadalajara,guadalajara,2022,4,1239.6999999999998,"2019, 2020, 2021, 2022"
Toledo,toledo,2019,1,831.6,"2019, 2020, 2021, 2022"
Toledo,toledo,2019,2,826.7,"2019, 2020, 2021, 2022"
Toledo,toledo,2019,3,838.2,"2019, 2020, 2021, 2022"
Toledo,toledo,2019,4,849.7,"2019, 2020, 2021, 2022"
Toledo,toledo,2020,1,835,"2019, 2020, 2021, 2022"
Toledo,toledo,2020,2,815.2,"2019, 2020, 2021, 2022"
Toledo,toledo,2020,3,838.1,"2019, 2020, 2021, 2022"
Toledo,toledo,2020,4,849.8000000000001,"2019, 2020, 2021, 2022"
Toledo,toledo,2021,1,830.9,"2019, 2020, 2021, 2022"
Toledo,toledo,2021,2,850.2,"2019, 2020, 2021, 2022"
Toledo,toledo,2021,3,867.5,"2019, 2020, 2021, 2022"
Toledo,toledo,2021,4,880,"2019, 2020, 2021, 2022"
Toledo,toledo,2022,1,904.8000000000001,"2019, 2020, 2021, 2022"
Toledo,toledo,2022,2,884.2,"2019, 2020, 2021, 2022"
Toledo,toledo,2022,3,880.4,"2019, 2020, 2021, 2022"
Toledo,toledo,2022,4,892.2,"2019, 2020, 2021, 2022"
Cataluña,cataluna,2019,1,2018.9,"2019, 2020, 2021, 2022"
Cataluña,cataluna,2019,2,2032,"2019, 2020, 2021, 2022"
Cataluña,cataluna,2019,3,2028.6000000000001,"2019, 2020, 2021, 2022"
Cataluña,cataluna,2019,4,2037.3,"2019, 2020, 2021, 2022"
Cataluña,cataluna,2020,1,2030.1999999999998,"2019, 2020, 2021, 2022"
Cataluña,cataluna,2020,2,1986.9,"2019, 2020, 2021, 2022"
Cataluña,cataluna,2020,3,1998.8999999999999,"2019, 2020, 2021, 2022"
Cataluña,cataluna,2020,4,1991.6,"2019, 2020, 2021, 2022"
Cataluña,cataluna,2021,1,2016.2,"2019, 2020, 2021, 2022"
Cataluña,cataluna,2021,2,2041.1,"2019, 2020, 2021, 2022"
Cataluña,cataluna,2021,3,2037.6,"2019, 2020, 2021, 2022"
Cataluña,cataluna,2021,4,2090.9,"2019, 2020, 2021, 2022"
Cataluña,cataluna,2022,1,2160.1,"2019, 2020, 2021, 2022"
Cataluña,cataluna,2022,2,2139.6,"2019, 2020, 2021, 2022"
Cataluña,cataluna,2022,3,2129.7000000000003,"2019, 2020, 2021, 2022"
Cataluña,cataluna,2022,4,2145.3,"2019, 2020, 2021, 2022"
Barcelona,barcelona,2019,1,2391.7,"2019, 2020, 2021, 2022"
Barcelona,barcelona,2019,2,2412.8,"2019, 2020, 2021, 2022"
Barcelona,barcelona,2019,3,2407.8,"2019, 2020, 2021, 2022"
Barcelona,barcelona,2019,4,2413.6,"2019, 2020, 2021, 2022"
Barcelona,barcelona,2020,1,2409.9,"2019, 2020, 2021, 2022"
Barcelona,barcelona,2020,2,2362.2000000000003,"2019, 2020, 2021, 2022"
Barcelona,barcelona,2020,3,2364.9,"2019, 2020, 2021, 2022"
Barcelona,barcelona,2020,4,2352.7,"2019, 2020, 2021, 2022"
Barcelona,barcelona,2021,1,2389.3,"2019, 2020, 2021, 2022"
Barcelona,barcelona,2021,2,2404.7,"2019, 2020, 2021, 2022"
Barcelona,barcelona,2021,3,2395.7000000000003,"2019, 2020, 2021, 2022"
Barcelona,barcelona,2021,4,2453.1000000000004,"2019, 2020, 2021, 2022"
Barcelona,barcelona,2022,1,2535.7999999999997,"2019, 2020, 2021, 2022"
Barcelona,barcelona,2022,2,2511.1,"2019, 2020, 2021, 2022"
Barcelona,barcelona,2022,3,2508.7,"2019, 2020, 2021, 2022"
Barcelona,barcelona,2022,4,2525.6,"2019, 2020, 2021, 2022"
Girona,girona,2019,1,1533.2,"2019, 2020, 2021, 2022"
Girona,girona,2019,2,1525.3,"2019, 2020, 2021, 2022"
Girona,girona,2019,3,1522.3,"2019, 2020, 2021, 2022"
Girona,girona,2019,4,1550.6000000000001,"2019, 2020, 2021, 2022"
Girona,girona,2020,1,1548.1000000000001,"2019, 2020, 2021, 2022"
Girona,girona,2020,2,1500.7,"2019, 2020, 2021, 2022"
Girona,girona,2020,3,1536.1,"2019, 2020, 2021, 2022"
Girona,girona,2020,4,1534.9,"2019, 2020, 2021, 2022"
Girona,girona,2021,1,1527.8,"2019, 2020, 2021, 2022"
Girona,girona,2021,2,1580.7,"2019, 2020, 2021, 2022"
Girona,girona,2021,3,1584.8,"2019, 2020, 2021, 2022"
Girona,girona,2021,4,1639.4,"2019, 2020, 2021, 2022"
Girona,girona,2022,1,1689.6,"2019, 2020, 2021, 2022"
Girona,girona,2022,2,1686,"2019, 2020, 2021, 2022"
Girona,girona,2022,3,1667.3999999999999,"2019, 2020, 2021, 2022"
Girona,girona,2022,4,1671.4,"2019, 2020, 2021, 2022"
Lleida,lleida,2019,1,1023.8,"2019, 2020, 2021, 2022"
Lleida,lleida,2019,2,1000.9,"2019, 2020, 2021, 2022"
Lleida,lleida,2019,3,1023.5,"2019, 2020, 2021, 2022"
Lleida,lleida,2019,4,1028.5,"2019, 2020, 2021, 2022"
Lleida,lleida,2020,1,995.6,"2019, 2020, 2021, 2022"
Lleida,lleida,2020,2,996,"2019, 2020, 2021, 2022"
Lleida,lleida,2020,3,987.3,"2019, 2020, 2021, 2022"
Lleida,lleida,2020,4,973.9,"2019, 2020, 2021, 2022"
Lleida,lleida,2021,1,999,"2019, 2020, 2021, 2022"
Lleida,lleida,2021,2,1028.4,"2019, 2020, 2021, 2022"
Lleida,lleida,2021,3,995.1,"2019, 2020, 2021, 2022"
Lleida,lleida,2021,4,1036.7,"2019, 2020, 2021, 2022"
Lleida,lleida,2022,1,1065.1,"2019, 2020, 2021, 2022"
Lleida,lleida,2022,2,1057.8999999999999,"2019, 2020, 2021, 2022"
Lleida,lleida,2022,3,1032,"2019, 2020, 2021, 2022"
Lleida,lleida,2022,4,1057.6999999999998,"2019, 2020, 2021, 2022"
Tarragona,tarragona,2019,1,1279.1000000000001,"2019, 2020, 2021, 2022"
Tarragona,tarragona,2019,2,1288.6999999999998,"2019, 2020, 2021, 2022"
Tarragona,tarragona,2019,3,1278.8,"2019, 2020, 2021, 2022"
Tarragona,tarragona,2019,4,1280.4,"2019, 2020, 2021, 2022"
Tarragona,tarragona,2020,1,1259.2,"2019, 2020, 2021, 2022"
Tarragona,tarragona,2020,2,1221.4,"2019, 2020, 2021, 2022"
Tarragona,tarragona,2020,3,1259.8000000000002,"2019, 2020, 2021, 2022"
Tarragona,tarragona,2020,4,1270.1,"2019, 2020, 2021, 2022"
Tarragona,tarragona,2021,1,1263.3999999999999,"2019, 2020, 2021, 2022"
Tarragona,tarragona,2021,2,1298.5,"2019, 2020, 2021, 2022"
Tarragona,tarragona,2021,3,1321.8999999999999,"2019, 2020, 2021, 2022"
Tarragona,tarragona,2021,4,1358.3999999999999,"2019, 2020, 2021, 2022"
Tarragona,tarragona,2022,1,1403.5,"2019, 2020, 2021, 2022"
Tarragona,tarragona,2022,2,1380.8999999999999,"2019, 2020, 2021, 2022"
Tarragona,tarragona,2022,3,1344.1,"2019, 2020, 2021, 2022"
Tarragona,tarragona,2022,4,1361.2,"2019, 2020, 2021, 2022"
Comunidad Valenciana,comunidad valenciana,2019,1,1225.6999999999998,"2019, 2020, 2021, 2022"
Comunidad Valenciana,comunidad valenciana,2019,2,1226.8,"2019, 2020, 2021, 2022"
Comunidad Valenciana,comunidad valenciana,2019,3,1217.1000000000001,"2019, 2020, 2021, 2022"
Comunidad Valenciana,comunidad valenciana,2019,4,1232,"2019, 2020, 2021, 2022"
Comunidad Valenciana,comunidad valenciana,2020,1,1214.2,"2019, 2020, 2021, 2022"
Comunidad Valenciana,comunidad valenciana,2020,2,1183.7,"2019, 2020, 2021, 2022"
Comunidad Valenciana,comunidad valenciana,2020,3,1208.3,"2019, 2020, 2021, 2022"
Comunidad Valenciana,comunidad valenciana,2020,4,1217.8,"2019, 2020, 2021, 2022"
Comunidad Valenciana,comunidad valenciana,2021,1,1220.6000000000001,"2019, 2020, 2021, 2022"
Comunidad Valenciana,comunidad valenciana,2021,2,1245.2,"2019, 2020, 2021, 2022"
Comunidad Valenciana,comunidad valenciana,2021,3,1254.8,"2019, 2020, 2021, 2022"
Comunidad Valenciana,comunidad valenciana,2021,4,1294.5,"2019, 2020, 2021, 2022"
Comunidad Valenciana,comunidad valenciana,2022,1,1320.4,"2019, 2020, 2021, 2022"
Comunidad Valenciana,comunidad valenciana,2022,2,1316,"2019, 2020, 2021, 2022"
Comunidad Valenciana,comunidad valenciana,2022,3,1313,"2019, 2020, 2021, 2022"
Comunidad Valenciana,comunidad valenciana,2022,4,1317.8000000000002,"2019, 2020, 2021, 2022"
Alicante/Alacant,alicante/alacant,2019,1,1312.3,"2019, 2020, 2021, 2022"
Alicante/Alacant,alicante/alacant,2019,2,1314.8,"2019, 2020, 2021, 2022"
Alicante/Alacant,alicante/alacant,2019,3,1307,"2019, 2020, 2021, 2022"
Alicante/Alacant,alicante/alacant,2019,4,1314.6000000000001,"2019, 2020, 2021, 2022"
Alicante/Alacant,alicante/alacant,2020,1,1294.9,"2019, 2020, 2021, 2022"
Alicante/Alacant,alicante/alacant,2020,2,1261.6000000000001,"2019, 2020, 2021, 2022"
Alicante/Alacant,alicante/alacant,2020,3,1282.8,"2019, 2020, 2021, 2022"
Alicante/Alacant,alicante/alacant,2020,4,1291.8999999999999,"2019, 2020, 2021, 2022"
Alicante/Alacant,alicante/alacant,2021,1,1299,"2019, 2020, 2021, 2022"
Alicante/Alacant,alicante/alacant,2021,2,1320.6,"2019, 2020, 2021, 2022"
Alicante/Alacant,alicante/alacant,2021,3,1341.3,"2019, 2020, 2021, 2022"
Alicante/Alacant,alicante/alacant,2021,4,1375.1000000000001,"2019, 2020, 2021, 2022"
Alicante/Alacant,alicante/alacant,2022,1,1411.3999999999999,"2019, 2020, 2021, 2022"
Alicante/Alacant,alicante/alacant,2022,2,1400.8999999999999,"2019, 2020, 2021, 2022"
Alicante/Alacant,alicante/alacant,2022,3,1411.8000000000002,"2019, 2020, 2021, 2022"
Alicante/Alacant,alicante/alacant,2022,4,1402,"2019, 2020, 2021, 2022"
Castellón/Castelló,castellon/castello,2019,1,1088.4,"2019, 2020, 2021, 2022"
Castellón/Castelló,castellon/castello,2019,2,1071.6,"2019, 2020, 2021, 2022"
Castellón/Castelló,castellon/castello,2019,3,1058.8000000000002,"2019, 2020, 2021, 2022"
Castellón/Castelló,castellon/castello,2019,4,1066.6,"2019, 2020, 2021, 2022"
Castellón/Castelló,castellon/castello,2020,1,1040,"2019, 2020, 2021, 2022"
Castellón/Castelló,castellon/castello,2020,2,1030.5,"2019, 2020, 2021, 2022"
Castellón/Castelló,castellon/castello,2020,3,1052.2,"2019, 2020, 2021, 2022"
Castellón/Castelló,castellon/castello,2020,4,1050.9,"2019, 2020, 2021, 2022"
Castellón/Castelló,castellon/castello,2021,1,1036.2,"2019, 2020, 2021, 2022"
Castellón/Castelló,castellon/castello,2021,2,1052.2,"2019, 2020, 2021, 2022"
Castellón/Castelló,castellon/castello,2021,3,1084.5,"2019, 2020, 2021, 2022"
Castellón/Castelló,castellon/castello,2021,4,1105.5,"2019, 2020, 2021, 2022"
Castellón/Castelló,castellon/castello,2022,1,1090.1,"2019, 2020, 2021, 2022"
Castellón/Castelló,castellon/castello,2022,2,1084.9,"2019, 2020, 2021, 2022"
Castellón/Castelló,castellon/castello,2022,3,1064.4,"2019, 2020, 2021, 2022"
Castellón/Castelló,castellon/castello,2022,4,1067.6,"2019, 2020, 2021, 2022"
Valencia/València,valencia/valencia,2019,1,1177.5,"2019, 2020, 2021, 2022"
Valencia/València,valencia/valencia,2019,2,1182.3999999999999,"2019, 2020, 2021, 2022"
Valencia/València,valencia/valencia,2019,3,1172.3,"2019, 2020, 2021, 2022"
Valencia/València,valencia/valencia,2019,4,1196.5,"2019, 2020, 2021, 2022"
Valencia/València,valencia/valencia,2020,1,1184.4,"2019, 2020, 2021, 2022"
Valencia/València,valencia/valencia,2020,2,1150.5,"2019, 2020, 2021, 2022"
Valencia/València,valencia/valencia,2020,3,1179.7,"2019, 2020, 2021, 2022"
Valencia/València,valencia/valencia,2020,4,1193,"2019, 2020, 2021, 2022"
Valencia/València,valencia/valencia,2021,1,1196.3000000000002,"2019, 2020, 2021, 2022"
Valencia/València,valencia/valencia,2021,2,1227.1000000000001,"2019, 2020, 2021, 2022"
Valencia/València,valencia/valencia,2021,3,1220,"2019, 2020, 2021, 2022"
Valencia/València,valencia/valencia,2021,4,1271.2,"2019, 2020, 2021, 2022"
Valencia/València,valencia/valencia,2022,1,1298.6,"2019, 2020, 2021, 2022"
Valencia/València,valencia/valencia,2022,2,1300.8999999999999,"2019, 2020, 2021, 2022"
Valencia/València,valencia/valencia,2022,3,1288.8999999999999,"2019, 2020, 2021, 2022"
Valencia/València,valencia/valencia,2022,4,1308.8,"2019, 2020, 2021, 2022"
Extremadura,extremadura,2019,1,847.8,"2019, 2020, 2021, 2022"
Extremadura,extremadura,2019,2,862,"2019, 2020, 2021, 2022"
Extremadura,extremadura,2019,3,865.9,"2019, 2020, 2021, 2022"
Extremadura,extremadura,2019,4,858.5,"2019, 2020, 2021, 2022"
Extremadura,extremadura,2020,1,867.8,"2019, 2020, 2021, 2022"
Extremadura,extremadura,2020,2,850.1,"2019, 2020, 2021, 2022"
Extremadura,extremadura,2020,3,844.4,"2019, 2020, 2021, 2022"
Extremadura,extremadura,2020,4,852.3,"2019, 2020, 2021, 2022"
Extremadura,extremadura,2021,1,833.5,"2019, 2020, 2021, 2022"
Extremadura,extremadura,2021,2,843.9000000000001,"2019, 2020, 2021, 2022"
Extremadura,extremadura,2021,3,856.6,"2019, 2020, 2021, 2022"
Extremadura,extremadura,2021,4,863.4,"2019, 2020, 2021, 2022"
Extremadura,extremadura,2022,1,864.5,"2019, 2020, 2021, 2022"
Extremadura,extremadura,2022,2,876.8000000000001,"2019, 2020, 2021, 2022"
Extremadura,extremadura,2022,3,867.6,"2019, 2020, 2021, 2022"
Extremadura,extremadura,2022,4,864.2,"2019, 2020, 2021, 2022"
Badajoz,badajoz,2019,1,854,"2019, 2020, 2021, 2022"
Badajoz,badajoz,2019,2,862.4,"2019, 2020, 2021, 2022"
Badajoz,badajoz,2019,3,870.3000000000001,"2019, 2020, 2021, 2022"
Badajoz,badajoz,2019,4,871.6999999999999,"2019, 2020, 2021, 2022"
Badajoz,badajoz,2020,1,875.5999999999999,"2019, 2020, 2021, 2022"
Badajoz,badajoz,2020,2,858.5999999999999,"2019, 2020, 2021, 2022"
Badajoz,badajoz,2020,3,848.1999999999999,"2019, 2020, 2021, 2022"
Badajoz,badajoz,2020,4,863.1999999999999,"2019, 2020, 2021, 2022"
Badajoz,badajoz,2021,1,840.8,"2019, 2020, 2021, 2022"
Badajoz,badajoz,2021,2,859.6,"2019, 2020, 2021, 2022"
Badajoz,badajoz,2021,3,870.9,"2019, 2020, 2021, 2022"
Badajoz,badajoz,2021,4,867.8,"2019, 2020, 2021, 2022"
Badajoz,badajoz,2022,1,882.4,"2019, 2020, 2021, 2022"
Badajoz,badajoz,2022,2,900.7,"2019, 2020, 2021, 2022"
Badajoz,badajoz,2022,3,892.2,"2019, 2020, 2021, 2022"
Badajoz,badajoz,2022,4,879.9,"2019, 2020, 2021, 2022"
Cáceres,caceres,2019,1,838,"2019, 2020, 2021, 2022"
Cáceres,caceres,2019,2,861.5,"2019, 2020, 2021, 2022"
Cáceres,caceres,2019,3,860.7,"2019, 2020, 2021, 2022"
Cáceres,caceres,2019,4,841.1,"2019, 2020, 2021, 2022"
Cáceres,caceres,2020,1,858.1,"2019, 2020, 2021, 2022"
Cáceres,caceres,2020,2,839,"2019, 2020, 2021, 2022"
Cáceres,caceres,2020,3,840.1,"2019, 2020, 2021, 2022"
Cáceres,caceres,2020,4,839.2,"2019, 2020, 2021, 2022"
Cáceres,caceres,2021,1,824.4,"2019, 2020, 2021, 2022"
Cáceres,caceres,2021,2,823.0999999999999,"2019, 2020, 2021, 2022"
Cáceres,caceres,2021,3,837.3,"2019, 2020, 2021, 2022"
Cáceres,caceres,2021,4,858.2,"2019, 2020, 2021, 2022"
Cáceres,caceres,2022,1,838.7,"2019, 2020, 2021, 2022"
Cáceres,caceres,2022,2,841.9,"2019, 2020, 2021, 2022"
Cáceres,caceres,2022,3,831.7,"2019, 2020, 2021, 2022"
Cáceres,caceres,2022,4,841.9,"2019, 2020, 2021, 2022"
Galicia,galicia,2019,1,1190.3999999999999,"2019, 2020, 2021, 2022"
Galicia,galicia,2019,2,1203.1999999999998,"2019, 2020, 2021, 2022"
Galicia,galicia,2019,3,1197.3999999999999,"2019, 2020, 2021, 2022"
Galicia,galicia,2019,4,1205.4,"2019, 2020, 2021, 2022"
Galicia,galicia,2020,1,1198.2,"2019, 2020, 2021, 2022"
Galicia,galicia,2020,2,1185.3,"2019, 2020, 2021, 2022"
Galicia,galicia,2020,3,1201.6000000000001,"2019, 2020, 2021, 2022"
Galicia,galicia,2020,4,1206.2,"2019, 2020, 2021, 2022"
Galicia,galicia,2021,1,1210.1999999999998,"2019, 2020, 2021, 2022"
Galicia,galicia,2021,2,1206.4,"2019, 2020, 2021, 2022"
Galicia,galicia,2021,3,1212.5,"2019, 2020, 2021, 2022"
Galicia,galicia,2021,4,1224.5,"2019, 2020, 2021, 2022"
Galicia,galicia,2022,1,1236.7,"2019, 2020, 2021, 2022"
Galicia,galicia,2022,2,1265.7,"2019, 2020, 2021, 2022"
Galicia,galicia,2022,3,1267.7,"2019, 2020, 2021, 2022"
Galicia,galicia,2022,4,1256.8,"2019, 2020, 2021, 2022"
Coruña (A),coruna (a),2019,1,1224,"2019, 2020, 2021, 2022"
Coruña (A),coruna (a),2019,2,1242.3,"2019, 2020, 2021, 2022"
Coruña (A),coruna (a),2019,3,1228.6,"2019, 2020, 2021, 2022"
Coruña (A),coruna (a),2019,4,1246.9,"2019, 2020, 2021, 2022"
Coruña (A),coruna (a),2020,1,1235.9,"2019, 2020, 2021, 2022"
Coruña (A),coruna (a),2020,2,1235.9,"2019, 2020, 2021, 2022"
Coruña (A),coruna (a),2020,3,1248.5,"2019, 2020, 2021, 2022"
Coruña (A),coruna (a),2020,4,1256.9,"2019, 2020, 2021, 2022"
Coruña (A),coruna (a),2021,1,1261.1000000000001,"2019, 2020, 2021, 2022"
Coruña (A),coruna (a),2021,2,1256,"2019, 2020, 2021, 2022"
Coruña (A),coruna (a),2021,3,1275,"2019, 2020, 2021, 2022"
Coruña (A),coruna (a),2021,4,1267.8999999999999,"2019, 2020, 2021, 2022"
Coruña (A),coruna (a),2022,1,1271.7,"2019, 2020, 2021, 2022"
Coruña (A),coruna (a),2022,2,1300.1,"2019, 2020, 2021, 2022"
Coruña (A),coruna (a),2022,3,1313.6,"2019, 2020, 2021, 2022"
Coruña (A),coruna (a),2022,4,1308,"2019, 2020, 2021, 2022"
Lugo,lugo,2019,1,832.5,"2019, 2020, 2021, 2022"
Lugo,lugo,2019,2,850.3,"2019, 2020, 2021, 2022"
Lugo,lugo,2019,3,870.8000000000001,"2019, 2020, 2021, 2022"
Lugo,lugo,2019,4,844.9,"2019, 2020, 2021, 2022"
Lugo,lugo,2020,1,840,"2019, 2020, 2021, 2022"
Lugo,lugo,2020,2,838.3,"2019, 2020, 2021, 2022"
Lugo,lugo,2020,3,854.2,"2019, 2020, 2021, 2022"
Lugo,lugo,2020,4,869.9,"2019, 2020, 2021, 2022"
Lugo,lugo,2021,1,854,"2019, 2020, 2021, 2022"
Lugo,lugo,2021,2,876,"2019, 2020, 2021, 2022"
Lugo,lugo,2021,3,880.6999999999999,"2019, 2020, 2021, 2022"
Lugo,lugo,2021,4,892,"2019, 2020, 2021, 2022"
Lugo,lugo,2022,1,887.3000000000001,"2019, 2020, 2021, 2022"
Lugo,lugo,2022,2,911.5,"2019, 2020, 2021, 2022"
Lugo,lugo,2022,3,900.6,"2019, 2020, 2021, 2022"
Lugo,lugo,2022,4,881.7,"2019, 2020, 2021, 2022"
Ourense,ourense,2019,1,957.4000000000001,"2019, 2020, 2021, 2022"
Ourense,ourense,2019,2,955.7,"2019, 2020, 2021, 2022"
Ourense,ourense,2019,3,934.6,"2019, 2020, 2021, 2022"
Ourense,ourense,2019,4,954.5,"2019, 2020, 2021, 2022"
Ourense,ourense,2020,1,942.8,"2019, 2020, 2021, 2022"
Ourense,ourense,2020,2,917,"2019, 2020, 2021, 2022"
Ourense,ourense,2020,3,914.9000000000001,"2019, 2020, 2021, 2022"
Ourense,ourense,2020,4,920.5,"2019, 2020, 2021, 2022"
Ourense,ourense,2021,1,898.7,"2019, 2020, 2021, 2022"
Ourense,ourense,2021,2,891.3,"2019, 2020, 2021, 2022"
Ourense,ourense,2021,3,890.6,"2019, 2020, 2021, 2022"
Ourense,ourense,2021,4,906.6,"2019, 2020, 2021, 2022"
Ourense,ourense,2022,1,919.2,"2019, 2020, 2021, 2022"
Ourense,ourense,2022,2,929,"2019, 2020, 2021, 2022"
Ourense,ourense,2022,3,932.6,"2019, 2020, 2021, 2022"
Ourense,ourense,2022,4,931.4,"2019, 2020, 2021, 2022"
Pontevedra,pontevedra,2019,1,1252.8,"2019, 2020, 2021, 2022"
Pontevedra,pontevedra,2019,2,1262.8000000000002,"2019, 2020, 2021, 2022"
Pontevedra,pontevedra,2019,3,1264.3999999999999,"2019, 2020, 2021, 2022"
Pontevedra,pontevedra,2019,4,1269.7,"2019, 2020, 2021, 2022"
Pontevedra,pontevedra,2020,1,1268.9,"2019, 2020, 2021, 2022"
Pontevedra,pontevedra,2020,2,1243.6,"2019, 2020, 2021, 2022"
Pontevedra,pontevedra,2020,3,1271.1,"2019, 2020, 2021, 2022"
Pontevedra,pontevedra,2020,4,1265.4,"2019, 2020, 2021, 2022"
Pontevedra,pontevedra,2021,1,1288.8,"2019, 2020, 2021, 2022"
Pontevedra,pontevedra,2021,2,1276.7,"2019, 2020, 2021, 2022"
Pontevedra,pontevedra,2021,3,1270.2,"2019, 2020, 2021, 2022"
Pontevedra,pontevedra,2021,4,1302.9,"2019, 2020, 2021, 2022"
Pontevedra,pontevedra,2022,1,1331.4,"2019, 2020, 2021, 2022"
Pontevedra,pontevedra,2022,2,1368.1000000000001,"2019, 2020, 2021, 2022"
Pontevedra,pontevedra,2022,3,1360.6,"2019, 2020, 2021, 2022"
Pontevedra,pontevedra,2022,4,1344.2,"2019, 2020, 2021, 2022"
Madrid (Comunidad de),madrid (comunidad de),2019,1,2612.7,"2019, 2020, 2021, 2022"
Madrid (Comunidad de),madrid (comunidad de),2019,2,2610.2999999999997,"2019, 2020, 2021, 2022"
Madrid (Comunidad de),madrid (comunidad de),2019,3,2611.1000000000004,"2019, 2020, 2021, 2022"
Madrid (Comunidad de),madrid (comunidad de),2019,4,2671.7,"2019, 2020, 2021, 2022"
Madrid (Comunidad de),madrid (comunidad de),2020,1,2637.2,"2019, 2020, 2021, 2022"
Madrid (Comunidad de),madrid (comunidad de),2020,2,2589,"2019, 2020, 2021, 2022"
Madrid (Comunidad de),madrid (comunidad de),2020,3,2610.2999999999997,"2019, 2020, 2021, 2022"
Madrid (Comunidad de),madrid (comunidad de),2020,4,2573.6,"2019, 2020, 2021, 2022"
Madrid (Comunidad de),madrid (comunidad de),2021,1,2598.6000000000004,"2019, 2020, 2021, 2022"
Madrid (Comunidad de),madrid (comunidad de),2021,2,2661.4,"2019, 2020, 2021, 2022"
Madrid (Comunidad de),madrid (comunidad de),2021,3,2684.9,"2019, 2020, 2021, 2022"
Madrid (Comunidad de),madrid (comunidad de),2021,4,2760.1,"2019, 2020, 2021, 2022"
Madrid (Comunidad de),madrid (comunidad de),2022,1,2846.2,"2019, 2020, 2021, 2022"
Madrid (Comunidad de),madrid (comunidad de),2022,2,2899.7,"2019, 2020, 2021, 2022"
Madrid (Comunidad de),madrid (comunidad de),2022,3,2873.8999999999996,"2019, 2020, 2021, 2022"
Madrid (Comunidad de),madrid (comunidad de),2022,4,2888.1,"2019, 2020, 2021, 2022"
Murcia (Región de),murcia (region de),2019,1,1003.1,"2019, 2020, 2021, 2022"
Murcia (Región de),murcia (region de),2019,2,997.4,"2019, 2020, 2021, 2022"
Murcia (Región de),murcia (region de),2019,3,989.3,"2019, 2020, 2021, 2022"
Murcia (Región de),murcia (region de),2019,4,974,"2019, 2020, 2021, 2022"
Murcia (Región de),murcia (region de),2020,1,982.5999999999999,"2019, 2020, 2021, 2022"
Murcia (Región de),murcia (region de),2020,2,948.3000000000001,"2019, 2020, 2021, 2022"
Murcia (Región de),murcia (region de),2020,3,957.6999999999999,"2019, 2020, 2021, 2022"
Murcia (Región de),murcia (region de),2020,4,977.6,"2019, 2020, 2021, 2022"
Murcia (Región de),murcia (region de),2021,1,981.1,"2019, 2020, 2021, 2022"
Murcia (Región de),murcia (region de),2021,2,1000,"2019, 2020, 2021, 2022"
Murcia (Región de),murcia (region de),2021,3,985.8,"2019, 2020, 2021, 2022"
Murcia (Región de),murcia (region de),2021,4,1027.1000000000001,"2019, 2020, 2021, 2022"
Murcia (Región de),murcia (region de),2022,1,1044.9,"2019, 2020, 2021, 2022"
Murcia (Región de),murcia (region de),2022,2,1016.4,"2019, 2020, 2021, 2022"
Murcia (Región de),murcia (region de),2022,3,1030.5,"2019, 2020, 2021, 2022"
Murcia (Región de),murcia (region de),2022,4,1025.6,"2019, 2020, 2021, 2022"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2019,1,1417.2,"2019, 2020, 2021, 2022"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2019,2,1412.2,"2019, 2020, 2021, 2022"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2019,3,1439.9,"2019, 2020, 2021, 2022"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2019,4,1467.5,"2019, 2020, 2021, 2022"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2020,1,1434.3,"2019, 2020, 2021, 2022"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2020,2,1396.3,"2019, 2020, 2021, 2022"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2020,3,1396.2,"2019, 2020, 2021, 2022"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2020,4,1408,"2019, 2020, 2021, 2022"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2021,1,1418.5,"2019, 2020, 2021, 2022"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2021,2,1410.3999999999999,"2019, 2020, 2021, 2022"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2021,3,1427.6,"2019, 2020, 2021, 2022"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2021,4,1458.2,"2019, 2020, 2021, 2022"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2022,1,1509.8999999999999,"2019, 2020, 2021, 2022"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2022,2,1519.8,"2019, 2020, 2021, 2022"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2022,3,1502.3,"2019, 2020, 2021, 2022"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2022,4,1547.2,"2019, 2020, 2021, 2022"
País Vasco,pais vasco,2019,1,2405.6000000000004,"2019, 2020, 2021, 2022"
País Vasco,pais vasco,2019,2,2378.2999999999997,"2019, 2020, 2021, 2022"
País Vasco,pais vasco,2019,3,2402.7999999999997,"2019, 2020, 2021, 2022"
