cod_provincia,provincia,anio,numero_hipotecas_vivienda,importe_total_hipotecas_vivienda_miles_eur,meses_disponibles,importe_medio_hipoteca_eur
42,Soria,2026,106,12117,2,114311.32075471699
43,Tarragona,2003,22122,2007053,12,90726.56179368954
43,Tarragona,2004,26246,2739870,12,104391.90733826107
43,Tarragona,2005,30271,3723891,12,123018.43348419279
43,Tarragona,2006,32784,4597907,12,140248.50536847243
43,Tarragona,2007,28967,4531813,12,156447.44019056167
43,Tarragona,2008,14003,1930307,12,137849.53224309077
43,Tarragona,2009,11461,1235440,12,107795.131314894
43,Tarragona,2010,11514,1179141,12,102409.32777488275
43,Tarragona,2011,7827,769957,12,98371.91772071036
43,Tarragona,2012,5742,526017,12,91608.67293625914
43,Tarragona,2013,3869,332011,12,85813.13000775393
43,Tarragona,2014,3474,292664,12,84244.0990213011
43,Tarragona,2015,4373,372406,12,85160.30185227533
43,Tarragona,2016,4930,432018,12,87630.42596348884
43,Tarragona,2017,5191,485417,12,93511.26950491234
43,Tarragona,2018,5849,555447,12,94964.43836553257
43,Tarragona,2019,6253,594030,12,94999.20038381577
43,Tarragona,2020,5935,626703,12,105594.4397641112
43,Tarragona,2021,8095,891099,12,110080.17294626312
43,Tarragona,2022,9738,1126711,12,115702.505647977
43,Tarragona,2023,7929,891037,12,112376.97061420104
43,Tarragona,2024,8690,982980,12,113116.22554660529
43,Tarragona,2025,10318,1321479,12,128075.11145570847
43,Tarragona,2026,1878,252129,2,134253.99361022364
44,Teruel,2003,1240,83892,12,67654.83870967742
44,Teruel,2004,1236,87938,12,71147.24919093851
44,Teruel,2005,1878,155150,12,82614.48349307774
44,Teruel,2006,2427,239926,12,98857.02513391018
44,Teruel,2007,2652,264674,12,99801.65912518854
44,Teruel,2008,2122,224339,12,105720.5466540999
44,Teruel,2009,1553,139700,12,89954.92594977462
44,Teruel,2010,1352,129678,12,95915.68047337278
44,Teruel,2011,802,73283,12,91375.31172069826
44,Teruel,2012,645,56630,12,87798.4496124031
44,Teruel,2013,596,54833,12,92001.67785234899
44,Teruel,2014,433,32235,12,74445.72748267898
44,Teruel,2015,553,44680,12,80795.66003616636
44,Teruel,2016,499,35811,12,71765.53106212425
44,Teruel,2017,585,46693,12,79817.09401709402
44,Teruel,2018,597,46456,12,77815.74539363485
44,Teruel,2019,661,65455,12,99024.20574886535
44,Teruel,2020,605,57480,12,95008.26446280992
44,Teruel,2021,621,54563,12,87863.12399355878
44,Teruel,2022,837,78018,12,93211.46953405018
44,Teruel,2023,697,69700,12,100000
44,Teruel,2024,591,53437,12,90417.93570219965
44,Teruel,2025,669,63646,12,95136.02391629298
44,Teruel,2026,130,13935,2,107192.30769230769
45,Toledo,2003,11239,960471,12,85458.75967612777
45,Toledo,2004,13696,1464708,12,106944.21728971963
45,Toledo,2005,19660,2405175,12,122338.504577823
45,Toledo,2006,23427,3200255,12,136605.41255815938
45,Toledo,2007,30363,4159683,12,136998.4191285446
45,Toledo,2008,19900,2695278,12,135441.1055276382
45,Toledo,2009,10383,1126829,12,108526.34113454685
45,Toledo,2010,9062,975676,12,107666.74023394394
45,Toledo,2011,5451,545310,12,100038.52504127684
45,Toledo,2012,4081,401241,12,98319.28448909581
45,Toledo,2013,2630,211953,12,80590.49429657795
45,Toledo,2014,2728,211995,12,77710.77712609971
45,Toledo,2015,2980,235314,12,78964.42953020135
45,Toledo,2016,3948,319476,12,80920.9726443769
45,Toledo,2017,3939,343170,12,87121.09672505713
45,Toledo,2018,4741,409131,12,86296.35098080574
45,Toledo,2019,6038,474821,12,78638.78767803908
45,Toledo,2020,4956,433646,12,87499.19289749798
45,Toledo,2021,6551,649006,12,99069.76034193253
45,Toledo,2022,6897,705579,12,102302.30535015224
45,Toledo,2023,5952,580684,12,97561.1559139785
45,Toledo,2024,7525,765558,12,101735.28239202658
45,Toledo,2025,8623,990221,12,114834.860257451
45,Toledo,2026,1640,213327,2,130077.43902439025
46,Valencia/València,2003,64885,4996315,12,77002.62002003545
46,Valencia/València,2004,74431,6752576,12,90722.62901210517
46,Valencia/València,2005,88524,10034875,12,113357.67701414306
46,Valencia/València,2006,88829,11360634,12,127893.30061128686
46,Valencia/València,2007,81562,11568662,12,141838.87104288762
46,Valencia/València,2008,48739,6434710,12,132023.84127700608
46,Valencia/València,2009,38324,4028411,12,105114.57572278468
46,Valencia/València,2010,35046,3683507,12,105104.91924898705
46,Valencia/València,2011,21300,2068575,12,97116.19718309859
46,Valencia/València,2012,12983,1093847,12,84252.25294616037
46,Valencia/València,2013,9061,705634,12,77875.95188169077
46,Valencia/València,2014,10195,814511,12,79893.1829328102
46,Valencia/València,2015,11967,954727,12,79779.9782735857
46,Valencia/València,2016,14092,1161785,12,82442.87539029236
46,Valencia/València,2017,16145,1379669,12,85454.87767110561
46,Valencia/València,2018,18859,1740632,12,92297.15255315765
46,Valencia/València,2019,19997,1948560,12,97442.61639245886
46,Valencia/València,2020,18450,1793798,12,97224.82384823848
46,Valencia/València,2021,24487,2568296,12,104884.06093028955
46,Valencia/València,2022,27898,3078893,12,110362.49910387842
46,Valencia/València,2023,21469,2440207,12,113661.88457776328
46,Valencia/València,2024,24373,2841909,12,116600.70569892915
46,Valencia/València,2025,29393,3918562,12,133316.16371244853
46,Valencia/València,2026,4892,698603,2,142805.1921504497
47,Valladolid,2003,11383,1055387,12,92716.06782043398
47,Valladolid,2004,10816,1163028,12,107528.47633136094
47,Valladolid,2005,11063,1200885,12,108549.6700714092
47,Valladolid,2006,12749,1656121,12,129902.03153188486
47,Valladolid,2007,12627,1745109,12,138204.56165359943
47,Valladolid,2008,10554,1360516,12,128909.98673488725
47,Valladolid,2009,8564,1001924,12,116992.52685660907
47,Valladolid,2010,8020,967647,12,120654.23940149626
47,Valladolid,2011,5091,572296,12,112413.27833431546
47,Valladolid,2012,3270,324225,12,99151.37614678899
47,Valladolid,2013,1944,181940,12,93590.53497942387
47,Valladolid,2014,1882,161982,12,86069.07545164718
47,Valladolid,2015,2249,201717,12,89691.86305024456
47,Valladolid,2016,2733,245885,12,89968.89864617636
47,Valladolid,2017,3123,286433,12,91717.25904578931
47,Valladolid,2018,3354,321375,12,95818.42576028622
47,Valladolid,2019,3330,342974,12,102995.19519519519
47,Valladolid,2020,4236,374561,12,88423.27667610954
47,Valladolid,2021,4482,499581,12,111463.85542168675
47,Valladolid,2022,5046,576051,12,114159.92865636147
47,Valladolid,2023,4575,544749,12,119070.81967213115
47,Valladolid,2024,5251,586812,12,111752.42810893164
47,Valladolid,2025,6052,781458,12,129123.92597488433
47,Valladolid,2026,959,137652,2,143537.01772679875
48,Bizkaia,2003,19745,2257540,12,114334.76829577108
48,Bizkaia,2004,20551,2621482,12,127559.82677241984
48,Bizkaia,2005,23135,3251047,12,140525.04862762048
48,Bizkaia,2006,23746,3717640,12,156558.57828686936
48,Bizkaia,2007,19226,3278045,12,170500.6241547904
48,Bizkaia,2008,16329,2702903,12,165527.772674383
48,Bizkaia,2009,13152,1952493,12,148455.97627737228
48,Bizkaia,2010,14031,2195245,12,156456.77428551065
48,Bizkaia,2011,10531,1661781,12,157798.9744563669
48,Bizkaia,2012,6429,889823,12,138407.6839321823
48,Bizkaia,2013,4990,606697,12,121582.56513026053
48,Bizkaia,2014,5837,700771,12,120056.70721260921
48,Bizkaia,2015,7359,956018,12,129911.4010055714
48,Bizkaia,2016,8596,1127123,12,131121.8008375989
48,Bizkaia,2017,8623,1162069,12,134763.88727820944
48,Bizkaia,2018,9570,1331701,12,139153.70950888193
48,Bizkaia,2019,9509,1354770,12,142472.39457356188
48,Bizkaia,2020,9499,1455559,12,153232.86661753868
48,Bizkaia,2021,11192,1745885,12,155994.01358112937
48,Bizkaia,2022,11959,1929275,12,161324.1073668367
48,Bizkaia,2023,9837,1497652,12,152246.82321846092
48,Bizkaia,2024,10709,1706374,12,159340.18115603697
48,Bizkaia,2025,13406,2266122,12,169037.89348053111
48,Bizkaia,2026,1948,359425,2,184509.75359342917
49,Zamora,2003,3147,231211,12,73470.28916428344
49,Zamora,2004,3080,241533,12,78419.8051948052
49,Zamora,2005,3411,276387,12,81028.14423922604
49,Zamora,2006,2977,283237,12,95141.75344306348
49,Zamora,2007,3063,312536,12,102035.91250408096
49,Zamora,2008,3245,331050,12,102018.48998459168
49,Zamora,2009,2324,227851,12,98042.59896729776
49,Zamora,2010,1799,168031,12,93402.445803224007
49,Zamora,2011,1336,114222,12,85495.50898203593
49,Zamora,2012,932,81282,12,87212.44635193133
49,Zamora,2013,649,51708,12,79673.343605547
49,Zamora,2014,585,44063,12,75321.36752136752
49,Zamora,2015,623,49430,12,79341.89406099518
49,Zamora,2016,616,48916,12,79409.09090909091
49,Zamora,2017,658,52234,12,79382.97872340426
49,Zamora,2018,641,48223,12,75230.88923556943
49,Zamora,2019,581,46648,12,80289.15662650602
49,Zamora,2020,559,45336,12,81101.96779964223
49,Zamora,2021,740,64061,12,86568.91891891892
49,Zamora,2022,736,68448,12,93000
49,Zamora,2023,619,56637,12,91497.57673667205
49,Zamora,2024,726,64392,12,88694.21487603306
49,Zamora,2025,982,88635,12,90259.67413441955
49,Zamora,2026,185,17064,2,92237.83783783784
50,Zaragoza,2003,19845,1973762,12,99458.9065255732
50,Zaragoza,2004,20843,2351765,12,112832.36578227702
50,Zaragoza,2005,24023,2931028,12,122009.24114390375
50,Zaragoza,2006,25374,3649184,12,143815.87451722234
50,Zaragoza,2007,24346,3586303,12,147305.6354226567
50,Zaragoza,2008,17429,2394954,12,137412.01445866085
50,Zaragoza,2009,15940,1946288,12,122100.87829360101
50,Zaragoza,2010,13033,1553814,12,119221.51461674212
50,Zaragoza,2011,8743,1028631,12,117651.9501315338
50,Zaragoza,2012,6270,633296,12,101004.14673046253
50,Zaragoza,2013,5170,515619,12,99732.88201160541
50,Zaragoza,2014,4640,444598,12,95818.53448275862
50,Zaragoza,2015,5256,513141,12,97629.56621004567
50,Zaragoza,2016,6326,628637,12,99373.53778058806
50,Zaragoza,2017,6492,670594,12,103295.44054220579
50,Zaragoza,2018,6960,712205,12,102328.30459770115
50,Zaragoza,2019,6808,722274,12,106091.95064629847
50,Zaragoza,2020,7425,885699,12,119286.06060606061
50,Zaragoza,2021,8484,1004594,12,118410.41961338991
50,Zaragoza,2022,9326,1162224,12,124621.9172206734
50,Zaragoza,2023,7419,861250,12,116087.07372961316
50,Zaragoza,2024,8320,1017311,12,122272.95673076923
50,Zaragoza,2025,10204,1370539,12,134313.8965111721
50,Zaragoza,2026,1467,193937,2,132199.72733469665
51,Ceuta,2003,862,74727,12,86690.25522041763
51,Ceuta,2004,1144,101774,12,88963.28671328671
51,Ceuta,2005,953,97497,12,102305.35152151102
51,Ceuta,2006,1202,137266,12,114198.00332778702
51,Ceuta,2007,1261,175877,12,139474.22680412373
51,Ceuta,2008,958,134763,12,140671.18997912318
51,Ceuta,2009,609,99976,12,164164.20361247947
51,Ceuta,2010,949,124857,12,131566.91253951527
51,Ceuta,2011,541,77154,12,142613.67837338263
51,Ceuta,2012,298,38327,12,128614.09395973154
51,Ceuta,2013,238,32757,12,137634.4537815126
51,Ceuta,2014,276,42582,12,154282.60869565216
51,Ceuta,2015,266,33111,12,124477.44360902255
51,Ceuta,2016,335,43954,12,131205.97014925373
51,Ceuta,2017,374,48200,12,128877.00534759359
51,Ceuta,2018,335,39715,12,118552.23880597015
51,Ceuta,2019,348,44782,12,128683.908045977
51,Ceuta,2020,309,45644,12,147715.21035598704
51,Ceuta,2021,235,32359,12,137697.87234042553
51,Ceuta,2022,410,56025,12,136646.34146341463
51,Ceuta,2023,446,57746,12,129475.33632286996
51,Ceuta,2024,523,71269,12,136269.5984703633
51,Ceuta,2025,546,78296,12,143399.2673992674
51,Ceuta,2026,103,16743,2,162553.39805825244
52,Melilla,2003,332,27955,12,84201.80722891567
52,Melilla,2004,1184,103223,12,87181.58783783784
52,Melilla,2005,1130,106379,12,94140.70796460177
52,Melilla,2006,1308,135361,12,103487.00305810398
52,Melilla,2007,1451,193475,12,133339.07649896623
52,Melilla,2008,1001,128580,12,128451.54845154846
52,Melilla,2009,659,98917,12,150101.66919575114
52,Melilla,2010,880,102766,12,116779.54545454546
52,Melilla,2011,584,71026,12,121619.86301369863
52,Melilla,2012,589,110139,12,186993.2088285229
52,Melilla,2013,259,32909,12,127061.77606177607
52,Melilla,2014,392,40863,12,104242.3469387755
52,Melilla,2015,528,74986,12,142018.9393939394
52,Melilla,2016,458,54406,12,118790.39301310043
52,Melilla,2017,400,49926,12,124815
52,Melilla,2018,491,63277,12,128873.72708757638
52,Melilla,2019,379,45697,12,120572.55936675462
52,Melilla,2020,375,50581,12,134882.66666666666
52,Melilla,2021,566,75919,12,134132.50883392227
52,Melilla,2022,575,81844,12,142337.39130434784
52,Melilla,2023,383,51921,12,135563.96866840732
52,Melilla,2024,406,57962,12,142763.54679802957
52,Melilla,2025,476,69345,12,145682.7731092437
52,Melilla,2026,115,19946,2,173443.47826086957
