Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Islas;Indicadores de renta media;Periodo;Total
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por hogar;2016;23.845
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por hogar;2015;23.119
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2023;18.468
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2022;17.467
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2021;16.524
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2020;15.814
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2019;15.650
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2018;15.042
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2017;14.284
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2016;13.677
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2015;13.270
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2023;16.450
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2022;15.050
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2021;14.350
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2020;13.650
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2018;12.950
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2017;12.250
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2016;11.550
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2015;10.850
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2023;14.872
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2022;13.845
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2021;12.992
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2020;12.361
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2019;12.163
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2018;11.635
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2017;11.000
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2016;10.466
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2015;10.128
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2023;36.909
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2022;34.589
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2021;32.794
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2020;31.391
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2019;31.122
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2018;29.897
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2017;28.549
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2016;27.558
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2015;26.652
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2023;12.725
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2022;12.022
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2021;11.550
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2020;10.991
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2019;10.680
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2018;10.212
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2017;9.722
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2016;9.224
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2015;9.009
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2023;30.641
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2022;29.064
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2021;27.927
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2020;26.719
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2019;26.140
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2018;25.019
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2017;23.986
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2016;23.314
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2015;22.415
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2023;18.512
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2022;17.657
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2021;16.973
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2020;16.132
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2019;15.749
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2018;15.066
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2017;14.393
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2016;13.694
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2015;13.362
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2023;16.450
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2021;15.050
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2020;14.350
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2018;12.950
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2017;12.250
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2016;11.550
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2015;11.550
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2023;14.921
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2022;14.038
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2021;13.443
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2020;12.722
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2019;12.319
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2018;11.755
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2017;11.196
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2016;10.578
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2015;10.292
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2023;35.929
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2022;33.937
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2021;32.505
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2020;30.928
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2019;30.152
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2018;28.799
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2017;27.621
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2016;26.735
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2015;25.607
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2023;14.689
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2022;13.829
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2021;13.149
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2020;12.624
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2019;12.521
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2018;12.083
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2017;11.600
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2016;11.212
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2015;11.036
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2023;37.803
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2022;35.509
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2021;33.609
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2020;32.431
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2019;32.329
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2018;31.083
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2017;29.862
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2016;29.080
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2015;28.449
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2023;21.795
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2022;20.702
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2021;19.701
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2020;18.914
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2019;18.842
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2018;18.202
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2017;17.496
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2016;16.941
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2015;16.646
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2023;19.950
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2022;18.550
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2021;17.850
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2020;17.150
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2019;17.150
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2018;16.450
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2017;15.750
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2016;15.050
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2015;15.050
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2023;17.859
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2022;16.744
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2021;15.823
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2020;15.096
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2019;14.958
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2018;14.415
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2017;13.811
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2016;13.327
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2015;13.080
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2023;45.961
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2022;42.995
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2021;40.445
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2020;38.782
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2019;38.620
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2018;37.083
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2017;35.551
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2016;34.566
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2015;33.717
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2023;12.422
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2022;11.614
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2021;10.998
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2020;10.533
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2019;10.413
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2018;9.955
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2017;9.512
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2016;9.085
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2015;8.845
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2023;32.711
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2022;30.626
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2021;28.990
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2020;27.906
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2019;27.705
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2018;26.489
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2017;25.374
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2016;24.502
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2015;23.767
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2023;18.627
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2022;17.601
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2021;16.685
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2020;15.995
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2019;15.851
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2018;15.164
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2017;14.508
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2016;13.874
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2015;13.497
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2023;16.450
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2021;15.050
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2020;14.350
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2018;12.950
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2017;12.250
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2016;12.250
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2015;11.550
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2023;14.810
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2022;13.783
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2021;12.986
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2020;12.358
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2019;12.183
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2018;11.617
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2017;11.079
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2016;10.538
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2015;10.239
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2023;38.997
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2022;36.344
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2021;34.229
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2020;32.742
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2019;32.415
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2018;30.911
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2017;29.556
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2016;28.422
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2015;27.511
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2023;17.062
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2022;16.105
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2021;15.297
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2020;14.676
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2019;14.656
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2018;14.198
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2017;13.622
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2016;13.256
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2015;12.853
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2023;44.243
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2022;41.594
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2021;39.511
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2020;38.226
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2019;38.386
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2018;37.044
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2017;35.469
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2016;34.679
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2015;33.620
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2023;25.418
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2022;24.224
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2021;23.061
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2020;22.115
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2019;22.198
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2018;21.512
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2017;20.615
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2016;20.076
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2015;19.475
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2023;22.050
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2022;20.650
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2021;19.950
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2020;19.250
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2019;19.250
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2018;18.550
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2017;17.850
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2016;17.150
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2015;16.450
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2023;21.677
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2022;20.383
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2021;19.220
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2020;18.227
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2019;18.250
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2018;17.659
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2017;16.889
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2016;16.324
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2015;15.766
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2023;56.212
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2022;52.640
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2021;49.646
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2020;47.473
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2019;47.799
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2018;46.076
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2017;43.976
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2016;42.705
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2015;41.240
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2023;15.130
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2022;14.176
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2021;13.485
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2020;12.865
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2019;12.843
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2018;12.355
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2017;11.841
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2016;11.409
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2015;11.095
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2023;40.105
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2022;37.444
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2021;35.585
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2020;34.212
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2019;34.301
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2018;32.943
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2017;31.537
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2016;30.536
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2015;29.514
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2023;22.590
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2022;21.457
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2021;20.429
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2020;19.483
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2019;19.505
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2018;18.795
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2017;18.005
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2016;17.359
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2015;16.870
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2023;19.950
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2022;18.550
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2021;17.850
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2020;17.150
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2019;17.150
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2018;16.450
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2017;15.750
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2016;15.050
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2015;15.050
Total Nacional;Cataluña;Girona;;Renta bruta media por persona;2023;18.765
Total Nacional;Cataluña;Girona;;Renta bruta media por persona;2022;17.529
Total Nacional;Cataluña;Girona;;Renta bruta media por persona;2021;16.574
Total Nacional;Cataluña;Girona;;Renta bruta media por persona;2020;15.623
Total Nacional;Cataluña;Girona;;Renta bruta media por persona;2019;15.587
Total Nacional;Cataluña;Girona;;Renta bruta media por persona;2018;14.968
Total Nacional;Cataluña;Girona;;Renta bruta media por persona;2017;14.310
Total Nacional;Cataluña;Girona;;Renta bruta media por persona;2016;13.708
Total Nacional;Cataluña;Girona;;Renta bruta media por persona;2015;13.298
Total Nacional;Cataluña;Girona;;Renta bruta media por hogar;2023;49.742
Total Nacional;Cataluña;Girona;;Renta bruta media por hogar;2022;46.303
Total Nacional;Cataluña;Girona;;Renta bruta media por hogar;2021;43.738
Total Nacional;Cataluña;Girona;;Renta bruta media por hogar;2020;41.546
Total Nacional;Cataluña;Girona;;Renta bruta media por hogar;2019;41.630
Total Nacional;Cataluña;Girona;;Renta bruta media por hogar;2018;39.910
Total Nacional;Cataluña;Girona;;Renta bruta media por hogar;2017;38.111
Total Nacional;Cataluña;Girona;;Renta bruta media por hogar;2016;36.691
Total Nacional;Cataluña;Girona;;Renta bruta media por hogar;2015;35.373
Total Nacional;Cataluña;Lleida;;Renta neta media por persona;2023;14.713
Total Nacional;Cataluña;Lleida;;Renta neta media por persona;2022;13.865
Total Nacional;Cataluña;Lleida;;Renta neta media por persona;2021;13.334
Total Nacional;Cataluña;Lleida;;Renta neta media por persona;2020;12.896
Total Nacional;Cataluña;Lleida;;Renta neta media por persona;2019;12.618
Total Nacional;Cataluña;Lleida;;Renta neta media por persona;2018;12.124
Total Nacional;Cataluña;Lleida;;Renta neta media por persona;2017;11.624
Total Nacional;Cataluña;Lleida;;Renta neta media por persona;2016;11.208
Total Nacional;Cataluña;Lleida;;Renta neta media por persona;2015;10.914
Total Nacional;Cataluña;Lleida;;Renta neta media por hogar;2023;37.826
Total Nacional;Cataluña;Lleida;;Renta neta media por hogar;2022;35.640
Total Nacional;Cataluña;Lleida;;Renta neta media por hogar;2021;34.308
Total Nacional;Cataluña;Lleida;;Renta neta media por hogar;2020;33.305
Total Nacional;Cataluña;Lleida;;Renta neta media por hogar;2019;32.796
Total Nacional;Cataluña;Lleida;;Renta neta media por hogar;2018;31.474
Total Nacional;Cataluña;Lleida;;Renta neta media por hogar;2017;29.856
Total Nacional;Cataluña;Lleida;;Renta neta media por hogar;2016;28.957
Total Nacional;Cataluña;Lleida;;Renta neta media por hogar;2015;28.202
Total Nacional;Cataluña;Lleida;;Media de la renta por unidad de consumo;2023;21.822
